184755890	1
189875309	1
2257971	1
78391198	1
104324908	1
434433610	1
14134942	1
38108292	1
234169190	1
18201401	1
809864	1
15859268	1
17912917	1
54460963	1
22121627	1
167901620	1
15642031	1
34805698	1
15864197	1
15977848	1
16305227	1
65185224	1
40818894	1
259884200	1
2841151	1
17022544	1
378494343	1
18996905	1
356963	1
215824411	1
134208594	1
14528221	1
19110632	1
237019614	1
154648125	1
17111909	1
14505838	1
171202083	1
99841247	1
6351572	1
15445811	1
18191231	1
190138306	1
128135741	1
22915745	1
135397331	1
42522911	1
16840742	1
24907197	1
73443014	1
43858661	1
25179170	1
18681592	1
7890392	1
89826562	1
165580617	1
248523038	1
360025190	1
1271901	1
175529494	1
253360762	1
21816783	1
1367531	1
42912024	1
46160500	1
307478701	1
235219400	1
61781462	1
30207757	1
13872872	1
171536167	1
110755733	1
14191254	1
62985251	1
7098022	1
228270980	1
45145944	1
29016037	1
18481292	1
62759402	1
58427526	1
31317273	1
93998005	1
15001424	1
314038032	1
9254272	1
20689206	1
790205	1
14426892	1
5773532	1
85716069	1
35012277	1
21222922	1
18886852	1
163491360	1
32547856	1
229425177	1
44666348	1
17403755	1
1435461	1
103991905	1
17396702	1
105398724	1
54695584	1
35726059	1
163374693	1
16987303	1
17561785	1
166214735	1
18836167	1
382110320	1
121569946	1
185512077	1
2097571	1
78813	1
151246522	1
17627996	1
73024519	1
15924858	1
24479656	1
14203895	1
204145356	1
15129912	1
237049769	1
301297627	1
16610683	1
1775731	1
265077741	1
11027262	1
103431502	1
21061498	1
15419775	1
50189671	1
31949053	1
18534908	1
111045742	1
94147192	1
15647676	1
25344777	1
7517222	1
14794851	1
117809922	1
48436259	1
74264908	1
437300342	1
30824363	1
26234692	1
6253282	1
18068719	1
242024994	1
26346966	1
33060624	1
15164892	1
18119683	1
745823	1
36629388	1
199039532	1
117800618	1
14365883	1
3338681	1
61086747	1
14827526	1
20495756	1
37723441	1
21339164	1
233598791	1
35432497	1
159629146	1
21077642	1
62740714	1
124474025	1
21318259	1
169216507	1
96843721	1
21415375	1
38703025	1
248916246	1
12069912	1
926981	1
40022380	1
28490110	1
6018292	1
17770689	1
232706326	1
345569115	1
24636631	1
137527381	1
16505296	1
19658936	1
359791673	1
120679977	1
114115460	1
14807093	1
191896931	1
116808228	1
54168315	1
17421011	1
175553601	1
19454519	1
355823615	1
64619842	1
151495845	1
15335809	1
19208450	1
18734310	1
143172151	1
4258591	1
18483115	1
230601773	1
102765423	1
14848513	1
18496986	1
326259198	1
15347317	1
203868162	1
96545499	1
144211337	1
40705032	1
242073660	1
80297299	1
47359057	1
17503591	1
36953510	1
13275962	1
364664695	1
16465113	1
72339761	1
66185823	1
87114066	1
14838506	1
198370650	1
25649234	1
96907622	1
18630326	1
261973875	1
789071	1
198327282	1
160839015	1
48730516	1
17866414	1
14555534	1
107418464	1
242013901	1
333021748	1
12831	1
17767841	1
48132655	1
58525541	1
27853708	1
107172099	1
14843763	1
7668362	1
14630490	1
18571832	1
94915681	1
14120253	1
7875912	1
241635675	1
47673661	1
243267948	1
58930815	1
13649212	1
88639412	1
14256927	1
71091272	1
13317162	1
62609430	1
87004822	1
20758393	1
105918870	1
15053535	1
52442002	1
22958268	1
289738351	1
623623	1
202346485	1
613313	1
428333	1
1239671	1
18069824	1
17918629	1
430313102	1
38761811	1
61158706	1
189111957	1
18718580	1
67378554	1
207594668	1
250340951	1
93006320	1
55019615	1
98345808	1
64508047	1
16437633	1
10985532	1
37899473	1
254883790	1
24541192	1
18558612	1
532617990	1
283732062	1
135895585	1
14984096	1
6165372	1
107512718	1
33080832	1
96483973	1
168224294	1
14353392	1
65360846	1
16027078	1
115911638	1
239141315	1
39695043	1
17822419	1
22954430	1
15589323	1
30970675	1
105150583	1
14893314	1
87798068	1
52330027	1
83478370	1
16105942	1
123684709	1
110536616	1
14313005	1
20060293	1
103865085	1
16878507	1
17600223	1
134943586	1
33097148	1
36475508	1
2363991	1
311227912	1
253863144	1
187744415	1
197577781	1
9460682	1
15099384	1
42676302	1
44130462	1
11828432	1
29357507	1
31631020	1
16824073	1
16674149	1
37201612	1
31179985	1
27595997	1
11681802	1
494538543	1
31477674	1
54226675	1
93906304	1
22977196	1
402970625	1
187773078	1
14129601	1
5774432	1
15938936	1
125098615	1
18690700	1
18788502	1
258447233	1
152388029	1
54331626	1
86560711	1
33617320	1
253751053	1
117671022	1
15070932	1
759679	1
123287376	1
819800	1
9524062	1
47854857	1
157488488	1
32289713	1
21578499	1
384761809	1
69548480	1
229969377	1
102903198	1
83048001	1
37103386	1
249831237	1
179065820	1
16790036	1
37170886	1
16834201	1
63207451	1
111374622	1
312284236	1
199483163	1
26585095	1
42098834	1
19283723	1
18135029	1
18278524	1
12570812	1
19948202	1
742143	1
68480165	1
206923844	1
19213083	1
45753733	1
30096240	1
2890961	1
15527013	1
734493	1
16247469	1
24542441	1
18374320	1
25755158	1
30313925	1
104991493	1
324544865	1
21132431	1
43003845	1
215328630	1
19760380	1
58641627	1
189253902	1
14371740	1
211547273	1
184594566	1
18472735	1
11348722	1
14199378	1
321620987	1
15533771	1
279854450	1
63787760	1
66100530	1
19299909	1
80479756	1
89032548	1
117029850	1
188102842	1
10798802	1
144723379	1
22751884	1
30310904	1
170167167	1
14957252	1
43194901	1
23469247	1
8914942	1
423567032	1
40813518	1
14338082	1
14058831	1
18923866	1
14677919	1
33806113	1
4387041	1
163629705	1
26604704	1
207936757	1
121685268	1
20446839	1
15329577	1
24815332	1
191924526	1
18917716	1
351092905	1
15797184	1
153245741	1
19563357	1
7144422	1
132519763	1
14150874	1
397688944	1
50145896	1
35926608	1
3245291	1
18226205	1
180540375	1
24117694	1
68179571	1
278311152	1
20179628	1
16613128	1
46533358	1
136341512	1
7670202	1
612473	1
84114921	1
9298152	1
778446	1
87771546	1
263224927	1
33511585	1
14327149	1
176936249	1
65357070	1
225302763	1
127912925	1
115221382	1
155689319	1
15481789	1
20347014	1
315418321	1
200494218	1
36618690	1
303886358	1
300842571	1
20950208	1
155976326	1
13212502	1
182609394	1
7424642	1
35166642	1
44257374	1
16193542	1
17714569	1
356897757	1
80681990	1
14422788	1
19976791	1
120157205	1
85432934	1
11348282	1
21094279	1
84473837	1
49536244	1
290092792	1
82726142	1
306445007	1
37112942	1
229741646	1
119897041	1
26335321	1
112628165	1
169780164	1
5471892	1
252415267	1
137046366	1
240740059	1
23742633	1
86664924	1
168537920	1
152062126	1
91067832	1
51775432	1
141488457	1
16652550	1
381688396	1
18486243	1
17723880	1
196926575	1
12415722	1
19380307	1
276128869	1
86799233	1
17922109	1
204646586	1
16726878	1
779715	1
